diagram_id,unit_filename,local_order,alt_text_en,provenance
chapter3-unit-042-d012,chapter3-unit-042.tex,12,Category diagram with a square marked \Box: 0 → I; I → L; L → C; C → 0; 0 → A; A → B; A → I (\epsilon); B → C; and 2 other arrows; one square is marked \Box.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:324; source/en/chapter3-unit-042.tex:diagram 12; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d013,chapter3-unit-042.tex,13,Exact diagram: L^n → I^n \oplus C^n (\Phi^n); L^n → L^{n+1} (d_L^n); I^n \oplus C^n → I^{n+1} \oplus C^{n+1} (e^n); L^{n+1} → I^{n+1} \oplus C^{n+1} (\Phi^{n+1}).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:325; source/en/chapter3-unit-042.tex:diagram 13; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d001,chapter3-unit-043.tex,1,Category diagram: X → Y (f); X → I; I → J (\beta); Y → J.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:326; source/en/chapter3-unit-043.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d002,chapter3-unit-043.tex,2,Category diagram: 0 → X; X → X' (\alpha); X → Y; Y → Y' (\beta); Y → Z; Z → Z' (\gamma); Z → 0; 0 → X'; and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:327; source/en/chapter3-unit-043.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d003,chapter3-unit-043.tex,3,Commutative diagram: \mathrm{R}^n F(Z) → \mathrm{R}^{n+1} F(X) (\delta^n); \mathrm{R}^n F(Z) → \mathrm{R}^n F(Z') (\mathrm{R}^n F(\gamma)); \mathrm{R}^{n+1} F(X) → \mathrm{R}^{n+1} F(X') (\mathrm{R}^{n+1} F(\alpha)); \mathrm{R}^n F(Z') → \mathrm{R}^{n+1} F(X') (\delta^n).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:328; source/en/chapter3-unit-043.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d004,chapter3-unit-043.tex,4,Commutative diagram: \mathrm{L}_n F(Z) → \mathrm{L}_{n-1} F(X) (\partial_n); \mathrm{L}_n F(Z) → \mathrm{L}_n F(Z') (\mathrm{L}_n F(\gamma)); \mathrm{L}_{n-1} F(X) → \mathrm{L}_{n-1} F(X') (\mathrm{L}_{n-1} F(\alpha)); \mathrm{L}_n F(Z') → \mathrm{L}_{n-1} F(X') (\partial_n).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:329; source/en/chapter3-unit-043.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d005,chapter3-unit-043.tex,5,Exact diagram: 0 → I; I → J; J → K; K → 0; 0 → X; X → Y; X → I; Y → Z; and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:330; source/en/chapter3-unit-043.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d006,chapter3-unit-043.tex,6,Category diagram: 0 → \mathcal{I}; \mathcal{I} → \mathcal{J}; \mathcal{J} → \mathcal{K}; \mathcal{K} → 0; 0 → {[X \to X']}; {[X \to X']} → {[Y \to Y']}; {[X \to X']} ↪ \mathcal{I}; {[Y \to Y']} → {[Z \to Z']}; and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:331; source/en/chapter3-unit-043.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d007,chapter3-unit-043.tex,7,Commutative diagram: 0 → I; I → I'; I → J; J → J'; J → K; K → K'; K → 0; 0 → I'; and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:332; source/en/chapter3-unit-043.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d008,chapter3-unit-043.tex,8,Exact diagram: 0 → F^0(X); F^0(X) → F^0(Y); F^0(Y) → F^0(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshift=-2e…; F^0(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshift=-2e… → F^1(X) (\delta^0); F^1(X) → F^1(Y); F^1(Y) → F^1(Z) \tikztostart.east) |- (B) [near end]\tikztono…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:333; source/en/chapter3-unit-043.tex:diagram 8; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d009,chapter3-unit-043.tex,9,Category diagram: G^{n-1} (Z) → G^n (X) (\eta^{n-1}); F^{n-1} (Z) → F^n (X) (\delta^{n-1}); F^{n-1} (Z) → G^{n-1} (Z) (\varphi^{n-1}); F^n (X) → G^n (X) (\varphi^n).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:334; source/en/chapter3-unit-043.tex:diagram 9; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d010,chapter3-unit-043.tex,10,Exact diagram: \cdots → F_2(Y); F_2(Y) → F_2(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshift=-2e…; F_2(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshift=-2e… → F_1(X) (\partial_2); F_1(X) → F_1(Y); F_1(Y) → F_1(Z) \tikztostart.east) |- (B) [near end]\tikztonodes -| ([x…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:335; source/en/chapter3-unit-043.tex:diagram 10; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d011,chapter3-unit-043.tex,11,Category diagram: 0 → X; X → Y (f); X → I (u); I → B (v); I → J; B → C; B → 0; 0 → Y; and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:336; source/en/chapter3-unit-043.tex:diagram 11; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d012,chapter3-unit-043.tex,12,Category diagram with a square marked \Box: X ↪ I (u); X → J_0 (hf); I → J; J_0 → J (k); one square is marked \Box.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:337; source/en/chapter3-unit-043.tex:diagram 12; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d013,chapter3-unit-043.tex,13,Exact diagram: F^{n-1} I → F^{n-1} B; F^{n-1} B → F^n X (\delta_F^{n-1}); F^n X → F^n I; R^{n-1} I → F^{n-1} I (\varphi^{n-1}_I); R^{n-1} I → R^{n-1} B; R^{n-1} B → F^{n-1} B (\varphi^{n-1}_B); R^{n-1} B → R^n X (\delta^{n-1}); R^n X → F^n X (\varphi^n_X); and 1 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:338; source/en/chapter3-unit-043.tex:diagram 13; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d014,chapter3-unit-043.tex,14,Commutative diagram: 0 → X; X → Y (f); X → I; I → B; I → J; B → C; B → 0; 0 → Y; and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:339; source/en/chapter3-unit-043.tex:diagram 14; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d015,chapter3-unit-043.tex,15,Category diagram: F^{n-1} B → F^n X; F^{n-1} B → F^{n-1} C; F^n X → F^n Y; R^{n-1} B → F^{n-1} B; R^{n-1} B → R^n X; R^{n-1} B → R^{n-1} C; R^n X → F^n X (\varphi_X^n); F^{n-1} C → F^n Y; and 4 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:340; source/en/chapter3-unit-043.tex:diagram 15; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d016,chapter3-unit-043.tex,16,Commutative diagram: 0 → X; X → X (\identity_X); X → Y; Y → Z; Y → I; Z → B (\alpha); Z → 0; X → I; and 2 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:341; source/en/chapter3-unit-043.tex:diagram 16; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-043-d017,chapter3-unit-043.tex,17,Category diagram: F^{n-1} Z → F^{n-1} B (F^{n-1}\alpha); F^{n-1} B → F^n X (\delta_F^{n-1}); R^{n-1} Z → F^{n-1} Z (\varphi_Z^{n-1}); R^{n-1} Z → R^{n-1} B (R^{n-1}\alpha); R^{n-1} B → F^{n-1} B (\varphi_B^{n-1}); R^{n-1} B → R^n X (\delta^{n-1}); R^n X → F^n X (\varphi_X^n).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:342; source/en/chapter3-unit-043.tex:diagram 17; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-044-d001,chapter3-unit-044.tex,1,Exact diagram: 0 → \prod_n X_n; \prod_n X_n → \prod_n Y_n; \prod_n X_n → \prod_n X_n (\Delta_X); \prod_n Y_n → \prod_n Z_n; \prod_n Y_n → \prod_n Y_n (\Delta_Y); \prod_n Z_n → \prod_n Z_n (\Delta_Z); \prod_n Z_n → 0; \prod_n Z_n → 0 ..,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:343; source/en/chapter3-unit-044.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-044-d002,chapter3-unit-044.tex,2,Category diagram: \cdots → X (\identity); X → X (\identity); X → 0; 0 → \cdots; \cdots → 0..,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:344; source/en/chapter3-unit-044.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-045-d001,chapter3-unit-045.tex,1,"Exact diagram: 0 → \displaystyle\bigoplus_{p+q=n} \Hm_p(C) \otimes \Hm_q(D); \displaystyle\bigoplus_{p+q=n} \Hm_p(C) \otimes \Hm_q(D) → \Hm_n\left(C \otimes D \right) (\kappa); \Hm_n\left(C \otimes D \right) → \displaystyle\bigoplus_{p+q=n-1} \Tor_1^R\left( \Hm_p(C), \Hm_q(D) \rig…; \displaystyle\b…",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:345; source/en/chapter3-unit-045.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-045-d002,chapter3-unit-045.tex,2,Exact diagram: 0 → Z; Z → C; C → B[-1] (d^C=(d^C_p)_p); B[-1] → 0..,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:346; source/en/chapter3-unit-045.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d001,chapter3-unit-046.tex,1,Category diagram: Y → I (\beta); X → Y (\alpha); X → I (\gamma).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:347; source/en/chapter3-unit-046.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d002,chapter3-unit-046.tex,2,Category diagram: X → Y (\alpha); P → Y (\gamma); P → X (\beta).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:348; source/en/chapter3-unit-046.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-diagram-003,chapter3-unit-046.tex,3,"Commutative diagram with objects A, B. Arrows: A maps to B, labeled F; B maps to A, labeled G.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:349; source/en/chapter3-unit-046.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d003,chapter3-unit-046.tex,4,"Category diagram: node 1-1 → \displaystyle\prod_n \Hom\left( X^n, I_k^{n-1} \right); \displaystyle\prod_n \Hom\left( X^n, I_k^{n-1} \right) → \displaystyle\prod_n \Hom\left( X^n, I_k^n \right); \displaystyle\prod_n \Hom\left( X^n, I_k^n \right) → \displaystyle\prod_n \Hom\left( X^n, I_k^{n+1} \ri…",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:350; source/en/chapter3-unit-046.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d004,chapter3-unit-046.tex,5,"Commutative diagram with objects inverse limit_k product_n Hom(X^n, I_k^n-1), inverse limit_k product_n Hom(X^n, I_k^n), inverse limit_k product_n Hom(X^n, I_k^n+1). Arrows: inverse limit_k product_n Hom(X^n, I_k^n-1) maps to inverse limit_k product_n Hom(X^n, I_k^n); inverse limit_k product_n Hom(X^n, I_k^n) maps to inverse limit_k product_n Hom(X^n, I_k^n+1).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:351; source/en/chapter3-unit-046.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d005,chapter3-unit-046.tex,6,"Category diagram: \displaystyle\prod_n \varprojlim_k \Hom\left( X^n, I_k^{n-1} \right) → \displaystyle\prod_n \varprojlim_k \Hom\left( X^n, I_k^n \right); \displaystyle\prod_n \varprojlim_k \Hom\left( X^n, I_k^n \right) → \displaystyle\prod_n \varprojlim_k \Hom\left( X^n, I_k^{n+1} \right); \displa…",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:352; source/en/chapter3-unit-046.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d006,chapter3-unit-046.tex,7,Category diagram: \cdots → I_2; I_2 → I_1; I_1 → I_0; \cdots → \tau^{\geq -2} A; \tau^{\geq -2} A → I_2 (f_2); \tau^{\geq -2} A → \tau^{\geq -1} A; \tau^{\geq -1} A → \tau^{\geq 0} A; \tau^{\geq -1} A → I_1 (f_1); and 1 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:353; source/en/chapter3-unit-046.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d007,chapter3-unit-046.tex,8,Category diagram: 0 → J; J → I_{k+1}; I_{k+1} → I_k; I_k → 0; 0 → H; H → \tau^{\geq-k-1}A; H → J (g); \tau^{\geq-k-1}A → I_{k+1} (f_{k+1}); and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:354; source/en/chapter3-unit-046.tex:diagram 8; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d008,chapter3-unit-046.tex,9,"Commutative diagram with objects I, product_k I_k, Cone(Delta_I)[-1]. Arrows: I includes into product_k I_k; I maps to Cone(Delta_I)[-1]; Cone(Delta_I)[-1] maps to product_k I_k, labeled beta(Delta_I)[-1].",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:355; source/en/chapter3-unit-046.tex:diagram 9; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d009,chapter3-unit-046.tex,10,"Commutative diagram with objects A, product_k tau^ greater than or equal to -k A, Cone(Delta_tau A)[-1]. Arrows: A includes into product_k tau^ greater than or equal to -k A; A maps to Cone(Delta_tau A)[-1]; Cone(Delta_tau A)[-1] maps to product_k tau^ greater than or equal to -k A, labeled beta(Delta_tau A)[-1].",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:356; source/en/chapter3-unit-046.tex:diagram 10; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d010,chapter3-unit-046.tex,11,"Commutative diagram with objects I, Cone(Delta_I)[-1], A, Cone(Delta_tau A)[-1]. Arrows: I maps to Cone(Delta_I)[-1], labeled as at eqrefeqn:K-injective-diagonal; A maps to Cone(Delta_tau A)[-1]; A maps to I, labeled f; Cone(Delta_tau A)[-1] maps to Cone(Delta_I)[-1], labeled induced by all f_k.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:357; source/en/chapter3-unit-046.tex:diagram 11; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d011,chapter3-unit-046.tex,12,"Commutative diagram with objects product_k I_k, Cone(Delta_I), product_k tau^ greater than or equal to -kA, Cone(Delta_tau A). Arrows: product_k I_k maps to product_k I_k, labeled Delta_I; product_k I_k maps to Cone(Delta_I), labeled alpha(Delta_I); product_k tau^ greater than or equal to -kA maps to product_k tau^ greater than or equal to -kA, labeled Delta_tau A; product_k tau^ greater than or equal to -kA maps to product_k I_k, labeled product_k f_k; product_k tau^ greater than or equal to -kA maps to Cone(Delta_tau A), labeled alpha(Delta_tau A); Cone(Delta_tau A) maps to Cone(Delta_I).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:358; source/en/chapter3-unit-046.tex:diagram 12; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d012,chapter3-unit-046.tex,13,Exact diagram: \cdots \Hm^n\left( \displaystyle\prod_k I_k \right) → \Hm^n\left( \Cone(\Delta_I) \right); \Hm^n\left( \Cone(\Delta_I) \right) → \Hm^{n+1}\left( \displaystyle\prod_k I_k \right); \Hm^{n+1}\left( \displaystyle\prod_k I_k \right) → \Hm^{n+1}\left( \displaystyle\prod_k I_k \right) (\Hm^…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:359; source/en/chapter3-unit-046.tex:diagram 13; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d013,chapter3-unit-046.tex,14,Category diagram: \prod_{k \geq -n} \Hm^n(A) → \prod_{k \geq -n} \Hm^n(A) (\nabla^n); (a_k)_{k \geq -n} → (a_{k+1} - a_k)_{k \geq -n}..,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:360; source/en/chapter3-unit-046.tex:diagram 14; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-046-d014,chapter3-unit-046.tex,15,"Commutative diagram with objects H^n(A), product_k greater than or equal to -n H^n(A), H^n Cone(Delta_tau A)[-1]. Arrows: H^n(A) maps to H^n Cone(Delta_tau A)[-1]; H^n(A) includes into product_k greater than or equal to -n H^n(A), labeled diagonal morphism; H^n Cone(Delta_tau A)[-1] includes into product_k greater than or equal to -n H^n(A).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:361; source/en/chapter3-unit-046.tex:diagram 15; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-047-d001,chapter3-unit-047.tex,1,Category diagram: \Cone(f) → X[1] (\beta(f)); \Cone(f) → \Cone(g) (h); Y → \Cone(f) (\alpha(f)); Y → \Cone(g) (\alpha(g)); \Cone(g) → X[1] (\beta(g)).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:362; source/en/chapter3-unit-047.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-047-d002,chapter3-unit-047.tex,2,"Commutative diagram with objects 0, A[-n], B[-n], X. Arrows: 0 maps to A[-n]; A[-n] maps to B[-n], labeled g[-n]; A[-n] maps to X, labeled Psi; a dashed B[-n] maps to X, labeled exists.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:363; source/en/chapter3-unit-047.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-047-d003,chapter3-unit-047.tex,3,Category diagram: 0 → M; M → \widetilde R; \widetilde R → R (p); R → 0; R → \widetilde R (s).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:364; source/en/chapter3-unit-047.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-047-d004,chapter3-unit-047.tex,4,Commutative diagram: 0 → D(Z_{n-1}); D(Z_{n-1}) → D(Z_{n-1}) (\identity); D(Z_{n-1}) → D(B_{n-1}); D(Z_{n-1}) → 0; D(Z_{n-1}) → D(C_n/B_n) (D(d^C_n)); 0 → 0; 0 → D(H_n); 0 → D(B_{n-1}); and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:365; source/en/chapter3-unit-047.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-048-d001,chapter4-unit-048.tex,1,Category diagram: \cate{K}^+(\mathcal{A}) → \cate{K}^+(\mathcal{A}') (\cate{K}F); \cate{K}^+(\mathcal{A}) → \cate{D}^+(\mathcal{A}) (Q); \cate{K}^+(\mathcal{A}') → \cate{D}^+(\mathcal{A}') (Q'); \cate{K}^+(\mathcal{A}') ⇒ \cate{D}^+(\mathcal{A}); \cate{D}^+(\mathcal{A}) → \cate{D}^+(\mathcal{A}') (…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:366; source/en/chapter4-unit-048.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-048-d002,chapter4-unit-048.tex,2,Category diagram: \cate{K}^-(\mathcal{A}) → \cate{K}^-(\mathcal{A}') (\cate{K}F); \cate{K}^-(\mathcal{A}) → \cate{D}^-(\mathcal{A}) (Q); \cate{K}^-(\mathcal{A}') → \cate{D}^-(\mathcal{A}'). (Q'); \cate{D}^-(\mathcal{A}) → \cate{D}^-(\mathcal{A}'). (\mathrm{L}F); \cate{D}^-(\mathcal{A}) ⇒ \cate{K}^-…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:367; source/en/chapter4-unit-048.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-049-diagram-001,chapter4-unit-049.tex,1,"Commutative diagram with objects (D,T), (D',T'). Arrows: (D,T) maps to (D',T'), labeled F; (D,T) maps to (D',T'), labeled F'.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:368; source/en/chapter4-unit-049.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-049-d001,chapter4-unit-049.tex,2,Commutative diagram: FT → F'T (\varphi T); FT → T'F (\sim); F'T → T'F'. (\sim); T'F → T'F'. (T'\varphi).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:369; source/en/chapter4-unit-049.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-049-d002,chapter4-unit-049.tex,3,Commutative diagram: X → Y (f); X → X' (\alpha); Y → Z (g); Y → Y' (\beta); Z → TX (h); Z → Z' (\gamma); TX → TX'. (T\alpha); X' → Y' (f'); and 2 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:370; source/en/chapter4-unit-049.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-049-d003,chapter4-unit-049.tex,4,Commutative diagram: X → Y (f); X → X (1); Y → Z (g); Y → Y (\epsilon); Z → TX (h); Z → Z (\epsilon\zeta); TX → TX. (\epsilon\zeta\eta); X → Y (\epsilon f); and 2 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:371; source/en/chapter4-unit-049.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-049-diagram-005,chapter4-unit-049.tex,5,"Commutative diagram with objects Y, X, Z. Arrows: Y maps to Z; X maps to Y; Z maps to X, labeled +1.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:372; source/en/chapter4-unit-049.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-049-d004,chapter4-unit-049.tex,6,Commutative diagram: X → Y; X → X' (\alpha); Y → Z; Y → Y' (\beta); Z → TX; Z → Z' (\gamma); TX → TX'. (T\alpha); X' → Y'; and 2 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:373; source/en/chapter4-unit-049.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-049-d005,chapter4-unit-049.tex,7,Commutative diagram: X → Y (f); X → X; Y → Z' (h); Y → Z (g); Z' → TX; Z' → Y' (u); TX → TX; X → Z (gf); and 10 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:374; source/en/chapter4-unit-049.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-049-diagram-008,chapter4-unit-049.tex,8,"Commutative diagram with objects D, D'. Arrows: D maps to D', labeled F; D' maps to D, labeled G.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:375; source/en/chapter4-unit-049.tex:diagram 8; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-049-d006,chapter4-unit-049.tex,9,Category diagram: Y' → X' (v); Z' → Y' (u); Z' → X (+1); X' → Z' (+1); X' → Y (+1); X → Y (f); Z → X' (k); Y → Z (g); and 4 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:376; source/en/chapter4-unit-049.tex:diagram 9; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-050-d001,chapter4-unit-050.tex,1,Commutative diagram: X → X; X → 0; X → Y (f); 0 → Z; 0 → TX; TX → TX; Y → Z (g); Z → TX.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:377; source/en/chapter4-unit-050.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-050-d002,chapter4-unit-050.tex,2,Category diagram: S → X (k); S → S; S → Y (h); S → 0; 0 → Z; 0 → TS; TS → TX (Tk); X → Y (f); and 2 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:378; source/en/chapter4-unit-050.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-051-d001,chapter4-unit-051.tex,1,Category diagram: X → Y; X → X' (\alpha); Y → Y' (\beta); Y → Z; Z → Z' (\gamma); Z → TX; TX → TX' (T\alpha); X' → Y'; and 2 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:379; source/en/chapter4-unit-051.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-051-d002,chapter4-unit-051.tex,2,"Exact diagram: \Hom(S, T^{-1} Z) → \Hom(S, T^{-1} Z') (\sim); \Hom(S, T^{-1} Z) → \Hom(S, X); \Hom(S, X) → \Hom(S,Y); \Hom(S, X) → \Hom(S, X') (\sim); \Hom(S,Y) → \Hom(S, Y') (\beta_*); \Hom(S,Y) → \Hom(S,Z); \Hom(S,Z) → \Hom(S, Z') (\sim); \Hom(S,Z) → \Hom(S, TX); and 5 other arrows.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:380; source/en/chapter4-unit-051.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-051-d003,chapter4-unit-051.tex,3,"Commutative diagram with objects X, Y, Z, TX, Z', T X. Arrows: X maps to Y, labeled f; X maps to X, labeled id_X; Y maps to Z; Y maps to Y, labeled id_Y; Z maps to TX; Z maps to Z', labeled gamma; TX maps to T X, labeled id_TX; Y maps to Z'; Z' maps to T X.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:381; source/en/chapter4-unit-051.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-051-d004,chapter4-unit-051.tex,4,Commutative diagram: \prod_{j \in I} X_j → \prod_j Y_j (\prod_j f_j); \prod_{j \in I} X_j → X_i; \prod_j Y_j → Q; \prod_j Y_j → Y_i; Q → \prod_{j \in I} TX_j (h); Q → Z_i (\exists \gamma_i); \prod_{j \in I} TX_j → TX_i; X_i → Y_i (f_i); and 2 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:382; source/en/chapter4-unit-051.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter4-unit-051-d005,chapter4-unit-051.tex,5,"Commutative diagram with objects product_i in I X_i, product_i in I Y_i, Q, product_i in I TX_i, product_i in I Z_i. Arrows: product_i in I X_i maps to product_i in I Y_i, labeled product_i f_i; product_i in I X_i maps to product_i in I X_i, labeled id; product_i in I Y_i maps to Q; product_i in I Y_i maps to product_i in I Y_i, labeled id; Q maps to product_i in I TX_i, labeled h; Q maps to product_i in I Z_i, labeled product_i gamma_i; product_i in I TX_i maps to product_i in I TX_i, labeled id; product_i in I Y_i maps to product_i in I Z_i, labeled product_i g_i; product_i in I Z_i maps to product_i in I TX_i, labeled product_i h_i.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:383; source/en/chapter4-unit-051.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
